,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
1285,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,RW 05,1.0,1.0,0,0,10 cm s/d 130 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,107.0,1.0,0.0
1286,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,RW 06,1.0,1.0,0,0,10 cm s/d 130 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,0,0.0,1.0,0,0,10 cm s/d 130 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,RW 07,1.0,1.0,0,0,10 cm s/d 100 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,RW 08,1.0,1.0,0,0,10 cm s/d 85 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,0,0.0,1.0,0,0,20 cm s/d 150 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,0,0.0,1.0,0,0,20 cm s/d 150 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,RW  01,1.0,1.0,0,0,20 cm s/d 40 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,Jakarta Selatan,PASAR MINGGU,JATI PADANG,RW 05,1.0,1.0,0,0,20 cm s/d 40 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,Jakarta Selatan,PASAR MINGGU,JATI PADANG,RW 06,1.0,1.0,0,0,20 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,Jakarta Selatan,PASAR MINGGU,JATI PADANG,0,0.0,1.0,0,0,10 cm s/d 20 cm,"10,11,26 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,Jakarta Selatan,PASAR MINGGU,JATI PADANG,0,0.0,1.0,0,0,10 cm s/d 20 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,Jakarta Selatan,PASAR MINGGU,JATI PADANG,0,0.0,1.0,0,0,20 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298,Jakarta Selatan,JAGAKARSA,CIGANJUR,RW 2,1.0,1.0,300,1200,120 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,271.0,3.0,0.0
1299,Jakarta Selatan,JAGAKARSA,CIGANJUR,0,0.0,1.0,0,0,120 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,Jakarta Selatan,JAGAKARSA,CIGANJUR,RW 05,1.0,1.0,0,0,10 cm s/d 40 cm,"04,05 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,Jakarta Selatan,JAGAKARSA,CIPEDAK,RW 04,1.0,1.0,0,0,50 cm s/d 70 cm,"04,05 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,Jakarta Selatan,JAGAKARSA,CIPEDAK,0,0.0,1.0,0,0,40 cm,"04,05 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,Jakarta Selatan,JAGAKARSA,CIPEDAK,RW 05,1.0,1.0,0,0,30 cm,"04,05 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,Jakarta Selatan,JAGAKARSA,CIPEDAK,0,0.0,1.0,0,0,40 cm,"04,05 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,RW 02,1.0,1.0,0,0,30 cm s/d 60 cm,"05,16,27 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,0,0.0,1.0,0,0,30 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,RW 03,1.0,1.0,0,0,50 cm s/d 60 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,Jakarta Selatan,TEBET,KEBON BARU,RW 10,1.0,1.0,0,0,10 cm s/d 30 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,Jakarta Selatan,TEBET,KEBON BARU,0,0.0,1.0,0,0,30 cm s/d 50 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,Jakarta Selatan,TEBET,MANGGARAI,RW 01,1.0,1.0,0,0,10 cm s/d 50 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,Jakarta Selatan,TEBET,MANGGARAI,0,0.0,1.0,0,0,10 cm s/d 50 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,Jakarta Selatan,TEBET,MANGGARAI,0,0.0,1.0,0,0,10 cm s/d 50 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,Jakarta Selatan,TEBET,MANGGARAI,0,0.0,1.0,0,0,30 cm s/d 50 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,Jakarta Selatan,TEBET,MANGGARAI,RW 10,1.0,1.0,0,0,10 cm s/d 30 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW 01,1.0,1.0,0,0,50 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,Jakarta Selatan,PESANGGRAHAN,BINTARO,0,0.0,1.0,0,0,30 s/d 50 cm,"04,05,09,10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW 03,1.0,1.0,0,0,10 s/d 30 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW 04,1.0,1.0,0,0,20 cm,09 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW 05,1.0,1.0,0,0,10 s/d 50 cm,"10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,Jakarta Selatan,PESANGGRAHAN,BINTARO,0,0.0,1.0,0,0,10 s/d 50 cm,"05,09,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW : 09,1.0,1.0,0,0,50 s/d 60 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,Jakarta Selatan,PESANGGRAHAN,BINTARO,0,0.0,1.0,0,0,50 s/d 60 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,Jakarta Selatan,PESANGGRAHAN,BINTARO,0,0.0,1.0,0,0,50 s/d 60 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW 10,1.0,1.0,0,0,30 s/d 50 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,Jakarta Selatan,PESANGGRAHAN,BINTARO,0,0.0,1.0,0,0,30 s/d 50 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,Jakarta Selatan,PESANGGRAHAN,BINTARO,0,0.0,1.0,0,0,30 s/d 50 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW 11,1.0,1.0,0,0,50 s/d 60 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW 12,1.0,1.0,0,0,40 cm,"05,10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,Jakarta Selatan,PESANGGRAHAN,BINTARO,0,0.0,1.0,0,0,10 cm s/d 70 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,Jakarta Selatan,PESANGGRAHAN,BINTARO,0,0.0,1.0,0,0,10 cm s/d 30 cm,"05,10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW 14,1.0,1.0,0,0,10 cm s/d 30 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,RW 01,1.0,1.0,0,0,10 cm s/d 50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,0,0.0,1.0,0,0,10 cm s/d 50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,0,0.0,1.0,0,0,10 cm s/d 50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,0,0.0,1.0,0,0,10 cm s/d 50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,0,0.0,1.0,0,0,10 cm s/d 50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,0,0.0,1.0,0,0,10 cm s/d 50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,0,0.0,1.0,0,0,10 cm s/d 50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,0,0.0,1.0,0,0,10 cm s/d 50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,RW 03,1.0,1.0,0,0,20 cm s/d 30 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,RW 04,1.0,1.0,0,0,10 cm s/d 30 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,0,0.0,1.0,0,0,10 cm s/d 30 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,RW 05,1.0,1.0,0,0,20 cm s/d 30 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,RW 07,1.0,1.0,0,0,20 cm s/d 30 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,RW 01,1.0,1.0,0,0,10 cm s/d 80 cm,"05,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0
1346,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,RW 05,1.0,1.0,0,0,20 cm s/d 125 cm,"05,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,0,0.0,1.0,0,0,10 cm s/d 125 cm,"10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,0,0.0,1.0,0,0,10 cm s/d 125 cm,"05,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,0,0.0,1.0,0,0,10 cm s/d 125 cm,"05,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,0,0.0,1.0,0,0,10 cm s/d 125 cm,"05,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,0,0.0,1.0,0,0,10 cm s/d 125 cm,"05,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,RW 08,1.0,1.0,0,0,10 cm s/d 120 cm,"05,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,0,0.0,1.0,0,0,10 cm s/d 120 cm,"05,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,RW 02,1.0,1.0,0,0,50 cm,18 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,RW 06,1.0,1.0,0,0,10 cm,18 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,0,0.0,1.0,0,0,10 cm,18 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,0,0.0,1.0,0,0,20 cm,18 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,RW 07,1.0,1.0,0,0,40 cm,18 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,RW 09,1.0,1.0,0,0,10 cm,18 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,0,0.0,1.0,0,0,40 cm,18 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,RW 10,1.0,1.0,0,0,10 cm s/d 80 cm,"05,06,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,0,0.0,1.0,45,225,10 cm s/d 150 cm,"05,06,09,10,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,Jakarta Selatan,KEBAYORAN LAMA,GROGOL UTARA,RW 11,1.0,1.0,0,0,20 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,Jakarta Selatan,CILANDAK,PONDOK LABU,RW 01,1.0,1.0,0,0,30 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,Jakarta Selatan,CILANDAK,PONDOK LABU,RW 02,1.0,1.0,0,0,80 s/d 100 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,Jakarta Selatan,CILANDAK,LEBAK BULUS,RW 01,1.0,1.0,0,0,20 cm s/d 60 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,Jakarta Selatan,CILANDAK,LEBAK BULUS,RW 04,1.0,1.0,0,0,20 cm s/d 60 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,Jakarta Selatan,CILANDAK,LEBAK BULUS,RW 08,1.0,1.0,0,0,20 cm s/d 60 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,Jakarta Timur,JATINEGARA,BIDARA CINA,RW : 07,1.0,1.0,0,0,20 s/d 70 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,0,0,20 s/d 70 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,0,0,20 s/d 70 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,0,0,20 s/d 70 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,0,0,20 s/d 70 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,0,0,20 s/d 70 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,0,0,20 s/d 70 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,0,0,20 s/d 70 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,0,0,20 s/d 70 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,0,0,20 s/d 70 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,Jakarta Timur,JATINEGARA,BIDARA CINA,RW 11,1.0,1.0,5,20,10 s/d 100 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0
1380,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,8,28,10 s/d 100 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,9,24,10 s/d 100 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,9,31,10 s/d 100 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0.0,1.0,7,23,10 s/d 100 cm,"05,25,29 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW 04,1.0,1.0,17,51,10 cm s/d 150 cm,"05,11,29 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,19,66,10 cm s/d 150 cm,"05,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW 05,1.0,1.0,5,16,10 cm s/d 150 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,39,118,10 cm s/d 150 cm,"05,11,25,29 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,25,80,10 cm s/d 150 cm,"05,11,25,29 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW 06,1.0,1.0,6,18,10 cm s/d 30 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW 07,1.0,1.0,12,48,10 cm s/d 60 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,7,23,10 cm s/d 60 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,8,28,10 cm s/d 60 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,9,31,10 cm s/d 60 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,15,53,10 cm s/d 80 cm,"05,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,10,33,10 cm s/d 50 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,9,28,10 cm s/d 50 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,6,27,10 cm s/d 50 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,9,27,10 cm s/d 80 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,12,38,10 cm s/d 50 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,8,21,10 cm s/d 50 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW 08,1.0,1.0,9,28,10 cm s/d 30 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,5,15,10 cm s/d 30 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,12,36,10 cm s/d 80 cm,"05,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,6,21,10 cm s/d 30 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,9,31,10 cm s/d 50 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,7,22,10 cm s/d 50 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,14,46,10 cm s/d 80 cm,"05,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,16,54,10 cm s/d 80 cm,"05,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,17,58,10 cm s/d 80 cm,"05,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,15,51,10 cm s/d 80 cm,"05,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,Jakarta Timur,JATINEGARA,CIPINANG MUARA,RW 13,1.0,1.0,0,0,10 cm,"26,27 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,Jakarta Timur,KRAMAT JATI,CAWANG,RW 01,1.0,1.0,2,7,20 s/d 50 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,Jakarta Timur,KRAMAT JATI,CAWANG,0,0.0,1.0,3,9,20 s/d 70 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,Jakarta Timur,KRAMAT JATI,CAWANG,0,0.0,1.0,7,28,20 s/d 50 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,Jakarta Timur,KRAMAT JATI,CAWANG,RW 02,1.0,1.0,7,24,20 s/d 50 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,Jakarta Timur,KRAMAT JATI,CAWANG,0,0.0,1.0,5,20,20 s/d 70 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,Jakarta Timur,KRAMAT JATI,CAWANG,0,0.0,1.0,7,21,40 s/d 120 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,Jakarta Timur,KRAMAT JATI,CAWANG,0,0.0,1.0,5,24,40 s/d 100 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,Jakarta Timur,KRAMAT JATI,CAWANG,0,0.0,1.0,4,16,50 s/d 110 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,Jakarta Timur,KRAMAT JATI,CAWANG,RW 03,1.0,1.0,15,45,60 s/d 120 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,Jakarta Timur,KRAMAT JATI,CAWANG,0,0.0,1.0,6,24,20 s/d 120 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,Jakarta Timur,KRAMAT JATI,CAWANG,0,0.0,1.0,7,21,20 s/d 70 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,Jakarta Timur,KRAMAT JATI,CAWANG,0,0.0,1.0,8,24,20 s/d 120 cm,"05,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
